task_id,task_code,asset_id,corridor_code,feat_maint_type,feat_department,feat_asset_type,feat_priority,feat_power_block_req,feat_traffic_block_req,feat_speed_restriction_kmph,feat_work_complexity_score,feat_corridor_length_km,feat_corridor_electrified,feat_corridor_double_line,feat_section_span_km,feat_dependency_count,feat_asset_criticality,feat_asset_criticality_score,feat_asset_health_status,feat_asset_health_score,feat_task_urgency,feat_task_urgency_score,feat_days_until_required,feat_is_overdue,feat_task_priority_score,feat_train_traffic_count,feat_high_priority_train_count,feat_high_priority_train_ratio,feat_available_window_count,feat_total_available_window_minutes,feat_window_to_task_duration_ratio,feat_potential_train_conflicts,raw_requested_duration_minutes,target_maintenance_duration,target_asset_risk_priority,target_operational_impact,data_source,generator_version,random_seed
synth-task-00234,SYN-SNT-0234,synth-asset-SNT-315,HWH-DDU,SIGNAL_ASPECT_ALIGNMENT,SNT,SIGNAL,1,0,0,0.0,1.011,675.0,1,1,1.4,1,MEDIUM,2,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,-3.31,1,5,14,7,0.5,1,154,2.232,0,69,66.1,89.87,65.19,synthetic,1.0.0,42
synth-task-00235,SYN-SNT-0235,synth-asset-SNT-237,NDLS-CNB,AXLE_COUNTER_OVERHAUL,SNT,AXLE_COUNTER,3,0,0,0.0,0.8,440.5,1,1,1.8,0,LOW,1,DEGRADED,3,LOW,1,8.16,0,3,11,5,0.455,3,498,5.533,0,90,52.3,42.95,54.71,synthetic,1.0.0,42
synth-task-00236,SYN-TRD-0236,synth-asset-TRD-140,MAS-GDR,CONTACT_WIRE_RENEWAL,TRD,OHE_LINE,2,1,1,15.0,2.941,138.0,1,1,3.19,0,MEDIUM,2,FAILED,5,MEDIUM,2,-3.36,1,4,6,1,0.167,3,411,1.851,1,222,242.6,83.53,55.73,synthetic,1.0.0,42
synth-task-00237,SYN-TRD-0237,synth-asset-TRD-313,HWH-DDU,CANTILEVER_ADJUSTMENT,TRD,OHE_MAST,3,1,1,0.0,2.598,675.0,1,1,1.41,0,HIGH,3,OPERATIONAL,1,LOW,1,1.05,0,3,14,4,0.286,1,198,1.222,5,162,183.3,36.39,77.98,synthetic,1.0.0,42
synth-task-00238,SYN-TRD-0238,synth-asset-TRD-530,MAS-GDR,SUBSTATION_MAINTENANCE,TRD,TRACTION_SUBSTATION,2,1,0,0.0,2.133,138.0,1,1,2.04,1,HIGH,3,MAINTENANCE_REQUIRED,4,HIGH,3,-0.13,1,4,10,1,0.1,1,152,0.7,0,217,177.4,84.01,45.66,synthetic,1.0.0,42
synth-task-00239,SYN-SNT-0239,synth-asset-SNT-369,HWH-DDU,POINTS_TESTING,SNT,INTERLOCKING,1,0,1,0.0,1.519,675.0,1,1,1.22,0,CRITICAL,4,DEGRADED,3,HIGH,3,7.46,0,5,13,6,0.462,3,402,3.295,6,122,101.3,79.49,83.86,synthetic,1.0.0,42
synth-task-00240,SYN-ENGG-0240,synth-asset-ENGG-189,MAS-GDR,RAIL_GRINDING,ENGG,TRACK,3,0,1,50.0,3.317,138.0,1,1,4.53,1,MEDIUM,2,UNDER_MAINTENANCE,2,MEDIUM,2,4.78,0,3,11,4,0.364,2,444,1.827,4,243,246.4,50.59,83.32,synthetic,1.0.0,42
synth-task-00241,SYN-ENGG-0241,synth-asset-ENGG-456,HWH-DDU,TRACK_TAMPING,ENGG,TRACK,3,0,1,0.0,1.482,675.0,1,1,2.46,0,HIGH,3,OPERATIONAL,1,MEDIUM,2,9.72,0,3,6,1,0.167,1,176,0.903,2,195,167.4,48.51,46.25,synthetic,1.0.0,42
synth-task-00242,SYN-SNT-0242,synth-asset-SNT-924,NDLS-CNB,TRACK_CIRCUIT_CHECK,SNT,TRACK_CIRCUIT,3,0,1,0.0,1.448,440.5,1,1,4.97,0,MEDIUM,2,UNDER_MAINTENANCE,2,HIGH,3,4.6,0,3,16,1,0.062,3,657,6.317,1,104,49.7,56.14,56.52,synthetic,1.0.0,42
synth-task-00243,SYN-SNT-0243,synth-asset-SNT-881,NDLS-CNB,SIGNAL_ASPECT_ALIGNMENT,SNT,SIGNAL,5,0,0,0.0,1.194,440.5,1,1,5.17,1,MEDIUM,2,UNDER_MAINTENANCE,2,MEDIUM,2,12.43,0,1,8,3,0.375,1,224,3.797,0,59,70.0,40.04,47.99,synthetic,1.0.0,42
synth-task-00244,SYN-ENGG-0244,synth-asset-ENGG-295,HWH-DDU,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,20.0,2.196,675.0,1,1,5.58,0,CRITICAL,4,FAILED,5,IMMEDIATE,4,-0.7,1,5,9,3,0.333,3,474,3.792,4,125,120.3,100.0,68.63,synthetic,1.0.0,42
synth-task-00245,SYN-SNT-0245,synth-asset-SNT-275,HWH-DDU,AXLE_COUNTER_OVERHAUL,SNT,AXLE_COUNTER,3,0,0,0.0,0.8,675.0,1,1,2.08,0,HIGH,3,DEGRADED,3,MEDIUM,2,-2.59,1,3,14,7,0.5,2,266,3.8,0,70,65.7,71.47,72.11,synthetic,1.0.0,42
synth-task-00246,SYN-ENGG-0246,synth-asset-ENGG-594,CSMT-KYN,RAIL_GRINDING,ENGG,TRACK,1,0,1,50.0,2.703,54.0,1,1,4.29,0,HIGH,3,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,4.18,0,5,14,4,0.286,3,606,2.424,5,250,261.9,82.19,84.62,synthetic,1.0.0,42
synth-task-00247,SYN-ENGG-0247,synth-asset-ENGG-405,MAS-GDR,DEEP_SCREENING,ENGG,TRACK,3,0,1,15.0,2.307,138.0,1,1,5.35,1,CRITICAL,4,DEGRADED,3,HIGH,3,1.62,0,3,8,2,0.25,1,169,0.619,3,273,297.8,71.55,67.11,synthetic,1.0.0,42
synth-task-00248,SYN-SNT-0248,synth-asset-SNT-870,MAS-GDR,AXLE_COUNTER_OVERHAUL,SNT,AXLE_COUNTER,4,0,0,0.0,0.8,138.0,1,1,1.23,0,LOW,1,OPERATIONAL,1,HIGH,3,13.96,0,2,7,2,0.286,1,154,1.75,0,88,73.1,36.31,26.56,synthetic,1.0.0,42
synth-task-00249,SYN-TRD-0249,synth-asset-TRD-484,HWH-DDU,SUBSTATION_MAINTENANCE,TRD,TRACTION_SUBSTATION,3,1,0,0.0,1.544,675.0,1,1,2.7,0,MEDIUM,2,DEGRADED,3,LOW,1,5.54,0,3,8,1,0.125,3,465,2.173,0,214,178.7,51.02,43.93,synthetic,1.0.0,42
synth-task-00250,SYN-SNT-0250,synth-asset-SNT-644,HWH-DDU,INTERLOCKING_LOGIC_TEST,SNT,INTERLOCKING,1,0,1,0.0,1.552,675.0,1,1,3.75,0,HIGH,3,MAINTENANCE_REQUIRED,4,HIGH,3,-6.52,1,5,12,3,0.25,3,648,4.73,3,137,118.7,89.5,66.96,synthetic,1.0.0,42
synth-task-00251,SYN-ENGG-0251,synth-asset-ENGG-654,NDLS-CNB,RAIL_GRINDING,ENGG,TRACK,1,0,1,0.0,1.915,440.5,1,1,4.25,1,MEDIUM,2,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,-5.03,1,5,12,1,0.083,1,124,0.571,2,217,206.2,88.81,62.06,synthetic,1.0.0,42
synth-task-00252,SYN-ENGG-0252,synth-asset-ENGG-692,NDLS-CNB,TURNOUT_PACKING,ENGG,TURNOUT,2,0,1,0.0,2.525,440.5,1,1,3.5,2,CRITICAL,4,OPERATIONAL,1,MEDIUM,2,12.95,0,4,15,5,0.333,1,172,1.17,6,147,124.0,62.48,86.83,synthetic,1.0.0,42
synth-task-00253,SYN-ENGG-0253,synth-asset-ENGG-508,NDLS-CNB,DEEP_SCREENING,ENGG,TRACK,1,0,1,15.0,1.904,440.5,1,1,0.91,0,HIGH,3,MAINTENANCE_REQUIRED,4,HIGH,3,-0.68,1,5,12,2,0.167,2,334,1.189,3,281,229.5,83.82,71.56,synthetic,1.0.0,42
synth-task-00254,SYN-ENGG-0254,synth-asset-ENGG-464,HWH-DDU,DEEP_SCREENING,ENGG,TRACK,3,0,1,0.0,1.456,675.0,1,1,1.5,0,MEDIUM,2,DEGRADED,3,LOW,1,1.12,0,3,8,1,0.125,2,352,1.485,2,237,230.9,46.97,64.12,synthetic,1.0.0,42
synth-task-00255,SYN-SNT-0255,synth-asset-SNT-856,CSMT-KYN,AXLE_COUNTER_OVERHAUL,SNT,AXLE_COUNTER,2,0,0,0.0,1.405,54.0,1,1,2.85,2,HIGH,3,MAINTENANCE_REQUIRED,4,HIGH,3,-5.1,1,4,21,6,0.286,2,330,3.511,0,94,69.3,85.08,72.71,synthetic,1.0.0,42
synth-task-00256,SYN-TRD-0256,synth-asset-TRD-206,MAS-GDR,OHE_INSPECTION,TRD,OHE_LINE,1,1,1,0.0,2.5,138.0,1,1,4.57,0,CRITICAL,4,OPERATIONAL,1,IMMEDIATE,4,12.37,0,5,9,2,0.222,2,394,2.478,2,159,138.9,72.83,60.71,synthetic,1.0.0,42
synth-task-00257,SYN-ENGG-0257,synth-asset-ENGG-796,CSMT-KYN,DEEP_SCREENING,ENGG,TRACK,2,0,1,45.0,3.063,54.0,1,1,4.93,1,LOW,1,MAINTENANCE_REQUIRED,4,HIGH,3,4.26,0,4,22,7,0.318,1,226,0.843,8,268,324.2,61.31,96.32,synthetic,1.0.0,42
synth-task-00258,SYN-ENGG-0258,synth-asset-ENGG-846,HWH-DDU,RAIL_GRINDING,ENGG,TRACK,3,0,1,20.0,2.075,675.0,1,1,4.33,0,MEDIUM,2,DEGRADED,3,MEDIUM,2,5.41,0,3,9,3,0.333,1,231,0.943,4,245,246.0,52.03,76.71,synthetic,1.0.0,42
synth-task-00259,SYN-SNT-0259,synth-asset-SNT-989,NDLS-CNB,INTERLOCKING_LOGIC_TEST,SNT,INTERLOCKING,1,0,1,0.0,1.533,440.5,1,1,2.04,0,MEDIUM,2,MAINTENANCE_REQUIRED,4,HIGH,3,12.5,0,5,11,4,0.364,3,615,4.92,4,125,125.8,75.45,67.03,synthetic,1.0.0,42
synth-task-00260,SYN-TRD-0260,synth-asset-TRD-270,CSMT-KYN,CONTACT_WIRE_RENEWAL,TRD,OHE_LINE,4,1,1,0.0,2.54,54.0,1,1,1.16,0,LOW,1,DEGRADED,3,MEDIUM,2,9.52,0,2,15,5,0.333,3,396,1.678,5,236,241.2,44.71,98.41,synthetic,1.0.0,42
synth-task-00261,SYN-ENGG-0261,synth-asset-ENGG-147,HWH-DDU,DEEP_SCREENING,ENGG,TRACK,2,0,1,30.0,2.339,675.0,1,1,4.67,0,HIGH,3,UNDER_MAINTENANCE,2,MEDIUM,2,10.28,0,4,14,5,0.357,2,284,1.15,5,247,272.7,63.66,90.95,synthetic,1.0.0,42
synth-task-00262,SYN-SNT-0262,synth-asset-SNT-242,CSMT-KYN,INTERLOCKING_LOGIC_TEST,SNT,INTERLOCKING,3,0,1,0.0,1.468,54.0,1,1,4.3,0,HIGH,3,UNDER_MAINTENANCE,2,LOW,1,12.09,0,3,19,3,0.158,1,163,1.094,3,149,130.2,45.99,70.47,synthetic,1.0.0,42
synth-task-00263,SYN-ENGG-0263,synth-asset-ENGG-818,NDLS-CNB,RAIL_GRINDING,ENGG,TRACK,2,0,1,15.0,1.963,440.5,1,1,3.92,0,HIGH,3,MAINTENANCE_REQUIRED,4,MEDIUM,2,6.78,0,4,10,3,0.3,1,212,0.951,4,223,229.6,66.46,76.22,synthetic,1.0.0,42
synth-task-00264,SYN-ENGG-0264,synth-asset-ENGG-653,NDLS-CNB,TRACK_TAMPING,ENGG,TRACK,1,0,1,20.0,1.931,440.5,1,1,5.56,0,MEDIUM,2,FAILED,5,HIGH,3,3.52,0,5,16,2,0.125,3,528,2.563,3,206,185.5,79.63,76.41,synthetic,1.0.0,42
synth-task-00265,SYN-ENGG-0265,synth-asset-ENGG-581,CSMT-KYN,TRACK_TAMPING,ENGG,TRACK,2,0,1,45.0,2.646,54.0,1,1,4.36,0,HIGH,3,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,4.43,0,4,22,11,0.5,2,428,1.928,11,222,224.9,82.41,91.45,synthetic,1.0.0,42
synth-task-00266,SYN-SNT-0266,synth-asset-SNT-296,MAS-GDR,AXLE_COUNTER_OVERHAUL,SNT,AXLE_COUNTER,1,0,0,0.0,0.8,138.0,1,1,2.27,0,CRITICAL,4,FAILED,5,MEDIUM,2,8.8,0,5,10,2,0.2,1,164,2.645,0,62,67.6,88.34,44.04,synthetic,1.0.0,42
synth-task-00267,SYN-ENGG-0267,synth-asset-ENGG-594,NDLS-CNB,TURNOUT_PACKING,ENGG,TURNOUT,1,0,1,20.0,3.149,440.5,1,1,1.76,3,LOW,1,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,2.12,0,5,12,5,0.417,2,304,2.126,6,143,113.7,77.35,75.14,synthetic,1.0.0,42
synth-task-00268,SYN-ENGG-0268,synth-asset-ENGG-856,CSMT-KYN,TRACK_TAMPING,ENGG,TRACK,1,0,1,20.0,2.007,54.0,1,1,3.93,0,HIGH,3,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,7.33,0,5,24,8,0.333,3,579,2.573,8,225,202.8,81.37,99.03,synthetic,1.0.0,42
synth-task-00269,SYN-SNT-0269,synth-asset-SNT-975,NDLS-CNB,SIGNAL_ASPECT_ALIGNMENT,SNT,SIGNAL,3,0,0,0.0,1.635,440.5,1,1,2.77,2,LOW,1,DEGRADED,3,MEDIUM,2,5.14,0,3,11,3,0.273,2,268,3.775,0,71,51.0,49.19,48.22,synthetic,1.0.0,42
synth-task-00270,SYN-SNT-0270,synth-asset-SNT-953,MAS-GDR,INTERLOCKING_LOGIC_TEST,SNT,INTERLOCKING,2,0,1,0.0,1.535,138.0,1,1,5.04,0,HIGH,3,MAINTENANCE_REQUIRED,4,HIGH,3,8.76,0,4,7,3,0.429,3,480,3.78,4,127,138.0,80.73,59.3,synthetic,1.0.0,42
synth-task-00271,SYN-SNT-0271,synth-asset-SNT-870,NDLS-CNB,TRACK_CIRCUIT_CHECK,SNT,TRACK_CIRCUIT,3,0,1,0.0,1.566,440.5,1,1,3.55,0,HIGH,3,FAILED,5,IMMEDIATE,4,-4.93,1,3,13,6,0.462,1,199,3.373,6,59,93.1,96.8,82.29,synthetic,1.0.0,42
synth-task-00272,SYN-TRD-0272,synth-asset-TRD-573,NDLS-CNB,SUBSTATION_MAINTENANCE,TRD,TRACTION_SUBSTATION,4,1,0,0.0,1.499,440.5,1,1,5.61,0,MEDIUM,2,OPERATIONAL,1,MEDIUM,2,9.39,0,2,13,1,0.077,1,237,1.156,0,205,217.1,38.84,57.64,synthetic,1.0.0,42
synth-task-00273,SYN-SNT-0273,synth-asset-SNT-321,CSMT-KYN,POINTS_TESTING,SNT,INTERLOCKING,4,0,1,0.0,2.525,54.0,1,1,1.19,2,MEDIUM,2,DEGRADED,3,MEDIUM,2,4.98,0,2,17,6,0.353,3,660,5.197,7,127,106.6,51.44,92.72,synthetic,1.0.0,42
synth-task-00274,SYN-ENGG-0274,synth-asset-ENGG-210,NDLS-CNB,TRACK_TAMPING,ENGG,TRACK,1,0,1,30.0,2.151,440.5,1,1,2.62,0,CRITICAL,4,UNDER_MAINTENANCE,2,MEDIUM,2,12.58,0,5,10,3,0.3,3,579,3.0,4,193,189.1,69.35,77.46,synthetic,1.0.0,42
synth-task-00275,SYN-ENGG-0275,synth-asset-ENGG-320,CSMT-KYN,TURNOUT_PACKING,ENGG,TURNOUT,1,0,1,0.0,1.452,54.0,1,1,1.92,0,HIGH,3,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,13.05,0,5,15,1,0.067,3,384,3.048,2,126,155.1,88.66,69.6,synthetic,1.0.0,42
synth-task-00276,SYN-ENGG-0276,synth-asset-ENGG-783,CSMT-KYN,TURNOUT_PACKING,ENGG,TURNOUT,1,0,1,20.0,2.068,54.0,1,1,1.06,0,CRITICAL,4,MAINTENANCE_REQUIRED,4,HIGH,3,0.56,0,5,17,4,0.235,1,130,0.956,4,136,120.1,89.58,79.35,synthetic,1.0.0,42
synth-task-00277,SYN-SNT-0277,synth-asset-SNT-135,CSMT-KYN,TRACK_CIRCUIT_CHECK,SNT,TRACK_CIRCUIT,1,0,1,0.0,1.442,54.0,1,1,3.61,0,HIGH,3,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,-3.49,1,5,16,4,0.25,1,185,2.312,4,80,86.8,98.54,77.52,synthetic,1.0.0,42
synth-task-00278,SYN-TRD-0278,synth-asset-TRD-635,MAS-GDR,CONTACT_WIRE_RENEWAL,TRD,OHE_LINE,4,1,1,0.0,2.458,138.0,1,1,2.85,0,MEDIUM,2,UNDER_MAINTENANCE,2,MEDIUM,2,1.17,0,2,12,5,0.417,1,227,0.962,6,236,269.0,42.72,89.01,synthetic,1.0.0,42
synth-task-00279,SYN-TRD-0279,synth-asset-TRD-669,MAS-GDR,CONTACT_WIRE_RENEWAL,TRD,OHE_LINE,5,1,1,0.0,2.453,138.0,1,1,4.46,0,LOW,1,UNDER_MAINTENANCE,2,MEDIUM,2,3.2,0,1,8,3,0.375,1,141,0.629,4,224,238.5,29.08,67.03,synthetic,1.0.0,42
synth-task-00280,SYN-TRD-0280,synth-asset-TRD-994,HWH-DDU,CANTILEVER_ADJUSTMENT,TRD,OHE_MAST,2,1,1,0.0,2.472,675.0,1,1,5.95,0,CRITICAL,4,MAINTENANCE_REQUIRED,4,HIGH,3,-4.69,1,4,12,1,0.083,1,163,0.773,2,211,162.9,94.44,64.73,synthetic,1.0.0,42
synth-task-00281,SYN-ENGG-0281,synth-asset-ENGG-928,HWH-DDU,RAIL_GRINDING,ENGG,TRACK,3,0,1,45.0,2.8,675.0,1,1,0.72,0,HIGH,3,DEGRADED,3,HIGH,3,1.06,0,3,9,1,0.111,2,274,1.181,1,232,213.7,62.55,59.99,synthetic,1.0.0,42
synth-task-00282,SYN-ENGG-0282,synth-asset-ENGG-528,HWH-DDU,DEEP_SCREENING,ENGG,TRACK,2,0,1,30.0,2.85,675.0,1,1,4.32,1,HIGH,3,OPERATIONAL,1,MEDIUM,2,8.36,0,4,9,4,0.444,1,165,0.673,4,245,323.1,54.43,81.54,synthetic,1.0.0,42
synth-task-00283,SYN-TRD-0283,synth-asset-TRD-121,MAS-GDR,CONTACT_WIRE_RENEWAL,TRD,OHE_LINE,3,1,1,0.0,3.579,138.0,1,1,5.61,2,HIGH,3,DEGRADED,3,LOW,1,2.42,0,3,10,4,0.4,3,531,2.074,5,256,274.7,57.37,82.88,synthetic,1.0.0,42
synth-task-00284,SYN-ENGG-0284,synth-asset-ENGG-800,HWH-DDU,TURNOUT_PACKING,ENGG,TURNOUT,2,0,1,50.0,2.855,675.0,1,1,4.08,0,MEDIUM,2,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,9.91,0,4,14,6,0.429,3,426,3.252,6,131,157.9,80.21,92.9,synthetic,1.0.0,42
synth-task-00285,SYN-SNT-0285,synth-asset-SNT-596,HWH-DDU,INTERLOCKING_LOGIC_TEST,SNT,INTERLOCKING,3,0,1,0.0,2.53,675.0,1,1,3.05,3,HIGH,3,DEGRADED,3,MEDIUM,2,9.7,0,3,8,1,0.125,2,332,2.371,1,140,174.9,56.67,56.92,synthetic,1.0.0,42
synth-task-00286,SYN-TRD-0286,synth-asset-TRD-105,MAS-GDR,CANTILEVER_ADJUSTMENT,TRD,OHE_MAST,5,1,1,0.0,2.957,138.0,1,1,2.32,1,HIGH,3,UNDER_MAINTENANCE,2,HIGH,3,5.27,0,1,12,3,0.25,3,534,3.123,3,171,190.0,54.69,72.15,synthetic,1.0.0,42
synth-task-00287,SYN-TRD-0287,synth-asset-TRD-836,HWH-DDU,INSULATOR_WASHING,TRD,OHE_INSULATOR,4,1,1,0.0,2.597,675.0,1,1,2.94,0,MEDIUM,2,DEGRADED,3,HIGH,3,13.24,0,2,12,1,0.083,1,135,1.047,1,129,128.9,51.46,60.63,synthetic,1.0.0,42
synth-task-00288,SYN-ENGG-0288,synth-asset-ENGG-676,NDLS-CNB,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,45.0,2.749,440.5,1,1,3.66,0,CRITICAL,4,FAILED,5,IMMEDIATE,4,-1.65,1,5,12,6,0.5,3,579,4.746,7,122,116.0,100.0,89.57,synthetic,1.0.0,42
synth-task-00289,SYN-ENGG-0289,synth-asset-ENGG-288,CSMT-KYN,TRACK_TAMPING,ENGG,TRACK,2,0,1,15.0,2.014,54.0,1,1,4.95,0,HIGH,3,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,13.25,0,4,22,3,0.136,3,603,3.015,4,200,212.4,86.72,79.81,synthetic,1.0.0,42
synth-task-00290,SYN-ENGG-0290,synth-asset-ENGG-863,NDLS-CNB,TRACK_TAMPING,ENGG,TRACK,3,0,1,15.0,2.818,440.5,1,1,5.34,2,MEDIUM,2,DEGRADED,3,MEDIUM,2,4.87,0,3,15,4,0.267,3,486,2.113,4,230,240.8,55.92,89.77,synthetic,1.0.0,42
synth-task-00291,SYN-SNT-0291,synth-asset-SNT-656,NDLS-CNB,TRACK_CIRCUIT_CHECK,SNT,TRACK_CIRCUIT,2,0,1,0.0,1.951,440.5,1,1,2.49,1,MEDIUM,2,DEGRADED,3,MEDIUM,2,6.82,0,4,9,3,0.333,1,162,2.531,3,64,59.3,56.21,57.01,synthetic,1.0.0,42
synth-task-00292,SYN-ENGG-0292,synth-asset-ENGG-776,CSMT-KYN,RAIL_GRINDING,ENGG,TRACK,2,0,1,20.0,2.175,54.0,1,1,2.05,0,CRITICAL,4,DEGRADED,3,MEDIUM,2,11.86,0,4,22,7,0.318,3,483,2.236,7,216,231.8,74.97,93.77,synthetic,1.0.0,42
synth-task-00293,SYN-TRD-0293,synth-asset-TRD-695,CSMT-KYN,OHE_INSPECTION,TRD,OHE_LINE,2,1,1,0.0,2.565,54.0,1,1,3.8,0,LOW,1,MAINTENANCE_REQUIRED,4,HIGH,3,4.39,0,4,24,1,0.042,1,162,1.237,1,131,142.0,67.15,64.64,synthetic,1.0.0,42
synth-task-00294,SYN-ENGG-0294,synth-asset-ENGG-875,HWH-DDU,DEEP_SCREENING,ENGG,TRACK,2,0,1,0.0,1.452,675.0,1,1,1.06,0,HIGH,3,OPERATIONAL,1,MEDIUM,2,12.37,0,4,6,1,0.167,3,366,1.441,1,254,244.4,53.09,61.07,synthetic,1.0.0,42
synth-task-00295,SYN-TRD-0295,synth-asset-TRD-625,CSMT-KYN,SUBSTATION_MAINTENANCE,TRD,TRACTION_SUBSTATION,3,1,0,0.0,1.497,54.0,1,1,2.62,0,MEDIUM,2,UNDER_MAINTENANCE,2,LOW,1,7.11,0,3,24,8,0.333,2,342,1.66,0,206,179.5,39.56,79.47,synthetic,1.0.0,42
synth-task-00296,SYN-ENGG-0296,synth-asset-ENGG-643,CSMT-KYN,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,30.0,2.419,54.0,1,1,0.87,0,CRITICAL,4,FAILED,5,IMMEDIATE,4,-0.18,1,5,19,6,0.316,2,342,2.923,7,117,77.9,100.0,88.72,synthetic,1.0.0,42
synth-task-00297,SYN-SNT-0297,synth-asset-SNT-677,NDLS-CNB,TRACK_CIRCUIT_CHECK,SNT,TRACK_CIRCUIT,3,0,1,0.0,1.532,440.5,1,1,1.75,0,MEDIUM,2,OPERATIONAL,1,HIGH,3,9.16,0,3,10,1,0.1,2,462,6.696,1,69,73.7,50.31,49.04,synthetic,1.0.0,42
synth-task-00298,SYN-ENGG-0298,synth-asset-ENGG-173,HWH-DDU,DEEP_SCREENING,ENGG,TRACK,2,0,1,15.0,1.976,675.0,1,1,1.12,0,MEDIUM,2,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,11.26,0,4,11,4,0.364,1,165,0.685,5,241,240.0,76.29,82.26,synthetic,1.0.0,42
synth-task-00299,SYN-SNT-0299,synth-asset-SNT-331,NDLS-CNB,SIGNAL_ASPECT_ALIGNMENT,SNT,SIGNAL,1,0,0,0.0,0.8,440.5,1,1,1.62,0,CRITICAL,4,UNDER_MAINTENANCE,2,HIGH,3,7.63,0,5,9,1,0.111,1,145,1.933,0,75,56.9,76.82,28.7,synthetic,1.0.0,42
synth-task-00300,SYN-TRD-0300,synth-asset-TRD-113,MAS-GDR,SUBSTATION_MAINTENANCE,TRD,TRACTION_SUBSTATION,1,1,0,0.0,1.671,138.0,1,1,3.34,0,MEDIUM,2,MAINTENANCE_REQUIRED,4,HIGH,3,-4.43,1,5,11,1,0.091,3,570,2.78,0,205,200.3,83.35,48.09,synthetic,1.0.0,42
synth-task-00301,SYN-SNT-0301,synth-asset-SNT-582,NDLS-CNB,INTERLOCKING_LOGIC_TEST,SNT,INTERLOCKING,2,0,1,0.0,1.625,440.5,1,1,5.21,0,CRITICAL,4,MAINTENANCE_REQUIRED,4,MEDIUM,2,11.62,0,4,8,1,0.125,3,381,2.822,2,135,147.4,76.47,47.81,synthetic,1.0.0,42
synth-task-00302,SYN-SNT-0302,synth-asset-SNT-899,MAS-GDR,POINTS_TESTING,SNT,INTERLOCKING,3,0,1,0.0,1.606,138.0,1,1,5.91,0,CRITICAL,4,MAINTENANCE_REQUIRED,4,HIGH,3,1.85,0,3,10,4,0.4,1,127,1.104,5,115,80.7,79.95,67.32,synthetic,1.0.0,42
synth-task-00303,SYN-TRD-0303,synth-asset-TRD-808,MAS-GDR,CANTILEVER_ADJUSTMENT,TRD,OHE_MAST,2,1,1,0.0,2.604,138.0,1,1,5.38,0,CRITICAL,4,OPERATIONAL,1,MEDIUM,2,-0.69,1,4,6,1,0.167,1,206,1.191,2,173,189.1,70.91,55.98,synthetic,1.0.0,42
synth-task-00304,SYN-TRD-0304,synth-asset-TRD-918,NDLS-CNB,OHE_INSPECTION,TRD,OHE_LINE,3,1,1,0.0,3.515,440.5,1,1,0.7,2,MEDIUM,2,UNDER_MAINTENANCE,2,HIGH,3,7.16,0,3,11,2,0.182,1,126,0.741,2,170,65.8,57.27,64.2,synthetic,1.0.0,42
synth-task-00305,SYN-ENGG-0305,synth-asset-ENGG-829,MAS-GDR,DEEP_SCREENING,ENGG,TRACK,2,0,1,50.0,3.308,138.0,1,1,1.84,1,CRITICAL,4,MAINTENANCE_REQUIRED,4,HIGH,3,-6.4,1,4,11,2,0.182,3,669,2.687,3,249,265.7,91.21,66.42,synthetic,1.0.0,42
synth-task-00306,SYN-TRD-0306,synth-asset-TRD-404,MAS-GDR,SUBSTATION_MAINTENANCE,TRD,TRACTION_SUBSTATION,2,1,0,0.0,1.94,138.0,1,1,4.3,1,MEDIUM,2,MAINTENANCE_REQUIRED,4,HIGH,3,-2.45,1,4,11,3,0.273,2,452,2.142,0,211,200.0,82.2,58.02,synthetic,1.0.0,42
synth-task-00307,SYN-SNT-0307,synth-asset-SNT-860,CSMT-KYN,TRACK_CIRCUIT_CHECK,SNT,TRACK_CIRCUIT,4,0,1,50.0,3.172,54.0,1,1,3.33,1,MEDIUM,2,UNDER_MAINTENANCE,2,MEDIUM,2,3.23,0,2,17,4,0.235,1,169,2.086,4,81,44.1,49.6,78.47,synthetic,1.0.0,42
synth-task-00308,SYN-SNT-0308,synth-asset-SNT-438,HWH-DDU,POINTS_TESTING,SNT,INTERLOCKING,2,0,1,0.0,1.601,675.0,1,1,4.86,0,HIGH,3,MAINTENANCE_REQUIRED,4,HIGH,3,12.3,0,4,13,4,0.308,3,528,4.673,4,113,80.3,78.18,76.24,synthetic,1.0.0,42
synth-task-00309,SYN-TRD-0309,synth-asset-TRD-326,NDLS-CNB,CONTACT_WIRE_RENEWAL,TRD,OHE_LINE,3,1,1,0.0,2.636,440.5,1,1,1.05,0,MEDIUM,2,OPERATIONAL,1,HIGH,3,11.58,0,3,15,5,0.333,2,362,1.472,6,246,290.4,49.7,95.68,synthetic,1.0.0,42
